distance_km,bandwidth_MBps,server_load,cache_hit_ratio,cpu_utilization,ram_utilization,request_size_MB,storage_tier,latency_ms,egress_cost_per_gb
6337,775,0.52,0.54,0.71,0.49,3864,HDD,124.88,0.0378
9977,51,0.66,0.86,0.69,0.75,1326,SSD,1995.45,0.0301
252,132,0.2,0.86,0.71,0.38,1722,NVMe,31.59,0.0272
741,685,0.53,0.95,0.33,0.8,2754,SSD,34.52,0.0262
7944,386,0.77,0.67,0.88,0.32,2881,SSD,242.56,0.0306
9904,611,0.24,0.52,0.47,0.41,2679,HDD,199.31,0.0357
5678,598,0.46,0.81,0.81,0.46,948,NVMe,131.93,0.0254
8268,892,0.13,0.53,0.78,0.36,1657,SSD,132.52,0.0295
4380,902,0.67,0.73,0.5,0.53,2290,NVMe,76.97,0.0286
3271,574,0.24,0.54,0.29,0.59,1497,SSD,96.22,0.0291
5482,348,0.78,0.45,0.6,0.51,2458,HDD,204.49,0.0397
4134,606,0.69,0.55,0.5,0.86,725,NVMe,108.96,0.0293
9857,472,0.79,0.43,0.9,0.76,3286,NVMe,265.24,0.031
1173,624,0.7,0.46,0.46,0.57,4646,SSD,61.09,0.0352
5940,789,0.15,0.63,0.49,0.82,768,SSD,122.55,0.0307
3032,577,0.75,0.55,0.9,0.42,158,HDD,107.07,0.0383
585,948,0.46,0.91,0.92,0.49,1356,NVMe,44.92,0.0252
2231,750,0.32,0.57,0.58,0.52,3286,SSD,71.77,0.0319
7008,981,0.25,0.63,0.9,0.43,1367,NVMe,109.77,0.028
9827,607,0.81,0.42,0.46,0.79,4857,SSD,215.04,0.0337
7781,606,0.4,0.85,0.86,0.69,346,HDD,161.81,0.033
1467,270,0.21,0.63,0.61,0.63,1005,NVMe,83.97,0.0297
1088,353,0.74,0.52,0.7,0.6,3483,HDD,69.9,0.0379
8777,845,0.71,0.61,0.49,0.74,4844,NVMe,135.95,0.0314
7311,450,0.69,0.46,0.73,0.51,1200,HDD,203.4,0.0402
1955,998,0.25,0.89,0.4,0.75,442,SSD,40.93,0.0258
5778,218,0.24,0.46,0.85,0.6,4412,NVMe,324.23,0.0307
2446,187,0.81,0.83,0.62,0.94,1993,HDD,168.47,0.0352
4229,993,0.26,0.4,0.37,0.49,731,SSD,88.4,0.0323
1712,346,0.52,0.66,0.73,0.65,4191,HDD,93.96,0.0344
9565,317,0.52,0.93,0.68,0.61,1018,NVMe,331.03,0.0272
822,739,0.64,0.87,0.89,0.31,115,HDD,48.78,0.036
4247,434,0.64,0.56,0.8,0.36,807,HDD,141.25,0.0377
8880,127,0.27,0.51,0.49,0.67,4165,NVMe,744.32,0.0285
6616,881,0.45,0.41,0.29,0.44,2560,HDD,111.31,0.0399
9507,998,0.84,0.8,0.57,0.36,3650,HDD,120.82,0.0377
5998,935,0.87,0.54,0.43,0.66,2797,SSD,106.48,0.0351
8712,646,0.36,0.69,0.39,0.73,4910,SSD,173.49,0.031
481,878,0.46,0.89,0.26,0.74,4777,HDD,29.3,0.0315
4945,679,0.11,0.63,0.76,0.78,1423,HDD,121.7,0.0323
3227,400,0.52,0.56,0.38,0.73,2532,SSD,124.16,0.0323
5372,348,0.93,0.93,0.31,0.69,462,SSD,183.54,0.029
9372,242,0.25,0.87,0.45,0.9,3130,HDD,418.9,0.0326
7049,175,0.85,0.82,0.68,0.92,4741,HDD,440.38,0.0371
6744,781,0.79,0.58,0.92,0.72,1267,HDD,136.16,0.0383
9687,699,0.52,0.4,0.59,0.66,4590,HDD,184.24,0.0405
1824,686,0.84,0.68,0.55,0.34,2708,HDD,64.24,0.0369
5964,702,0.56,0.56,0.79,0.81,2883,SSD,128.1,0.0339
892,257,0.32,0.94,0.34,0.42,2446,SSD,45.9,0.0265
7582,451,0.48,0.75,0.94,0.44,1764,SSD,202.5,0.031
2695,933,0.37,0.93,0.42,0.65,829,NVMe,57.66,0.0266
8726,740,0.85,0.64,0.72,0.55,365,NVMe,156.45,0.0295
7806,610,0.55,0.72,0.7,0.49,2227,SSD,165.97,0.0286
8084,328,0.26,0.76,0.84,0.59,3175,HDD,283.04,0.0348
8425,905,0.5,0.88,0.9,0.75,3706,NVMe,131.65,0.0278
6883,998,0.12,0.43,0.77,0.46,1278,NVMe,124.2,0.0308
2957,401,0.63,0.56,0.52,0.42,594,NVMe,116.21,0.0297
1120,780,0.62,0.44,0.78,0.45,3882,SSD,59.89,0.0327
9099,133,0.9,0.85,0.9,0.73,4253,NVMe,716.82,0.0284
6503,627,0.32,0.94,0.89,0.74,143,NVMe,134.13,0.024
2121,703,0.27,0.91,0.78,0.57,1618,SSD,56.23,0.028
1096,339,0.57,0.56,0.2,0.31,3044,SSD,59.94,0.0311
501,646,0.22,0.64,0.93,0.48,1621,SSD,52.14,0.0311
3205,490,0.67,0.93,0.81,0.36,2293,NVMe,89.46,0.0285
9199,896,0.42,0.51,0.68,0.86,2544,NVMe,147.16,0.0301
2031,950,0.29,0.75,0.42,0.52,1348,HDD,44.19,0.0354
2987,752,0.79,0.75,0.94,0.43,4254,SSD,81.65,0.031
6119,766,0.51,0.94,0.79,0.68,4610,SSD,105.55,0.0269
8022,574,0.71,0.86,0.95,0.52,2871,NVMe,176.85,0.0285
9834,715,0.95,0.44,0.54,0.91,1013,NVMe,192.15,0.0349
2461,581,0.65,0.69,0.5,0.49,557,HDD,74.75,0.0345
4296,489,0.57,0.55,0.88,0.6,4307,HDD,138.51,0.0357
8350,187,0.89,0.73,0.85,0.69,1642,HDD,498.26,0.0369
531,164,0.35,0.89,0.4,0.92,1860,NVMe,64.59,0.0272
1032,580,0.91,0.86,0.73,0.47,408,NVMe,49.35,0.0293
6206,333,0.47,0.56,0.36,0.76,737,NVMe,222.18,0.0285
9935,540,0.3,0.8,0.72,0.41,3618,NVMe,219.04,0.025
6455,400,0.45,0.56,0.64,0.38,116,HDD,205.59,0.0368
1832,972,0.38,0.51,0.22,0.55,3087,NVMe,56.3,0.0287
2121,371,0.44,0.62,0.86,0.43,3757,NVMe,103.26,0.0307
6723,789,0.84,0.69,0.63,0.89,1167,NVMe,128.38,0.0306
9151,640,0.83,0.87,0.4,0.92,2324,SSD,175.7,0.032
8864,477,0.29,0.82,0.94,0.82,4118,HDD,232.61,0.0315
1908,945,0.26,0.8,0.57,0.77,3588,HDD,52.69,0.0316
5339,374,0.91,0.59,0.24,0.39,4978,SSD,176.53,0.0351
295,526,0.2,0.48,0.92,0.49,3351,SSD,61.28,0.0321
440,538,0.9,0.8,0.82,0.37,1409,HDD,48.98,0.037
7933,299,0.32,0.65,0.9,0.57,4209,HDD,311.29,0.0339
5132,868,0.21,0.84,0.46,0.92,1189,NVMe,93.0,0.025
9341,294,0.77,0.67,0.48,0.82,2456,HDD,349.19,0.0371
3026,570,0.4,0.93,0.89,0.55,841,NVMe,77.02,0.0276
3493,885,0.76,0.88,0.52,0.37,4133,SSD,68.2,0.0294
8239,665,0.35,0.73,0.54,0.39,3116,SSD,151.51,0.0312
2288,853,0.87,0.69,0.37,0.38,3627,HDD,55.56,0.0388
6016,252,0.49,0.62,0.68,0.36,3081,NVMe,276.17,0.031
1813,141,0.31,0.47,0.21,0.77,4574,SSD,168.97,0.0303
5401,430,0.74,0.54,0.49,0.39,3942,HDD,164.73,0.0401
9605,687,0.44,0.68,0.78,0.64,1476,NVMe,179.45,0.0283
4722,959,0.85,0.41,0.55,0.86,4104,HDD,105.19,0.0395
6530,697,0.12,0.77,0.68,0.32,3862,SSD,125.77,0.0294
6910,571,0.17,0.63,0.39,0.9,3505,SSD,159.02,0.0298
9579,888,0.89,0.73,0.27,0.44,1938,NVMe,136.3,0.0284
8895,996,0.46,0.8,0.93,0.77,1176,HDD,123.21,0.0338
6712,53,0.88,0.89,0.29,0.56,3465,NVMe,1293.06,0.028
5287,402,0.86,0.44,0.73,0.32,1437,SSD,183.27,0.0343
4989,902,0.85,0.86,0.23,0.95,556,NVMe,82.51,0.0305
1512,775,0.65,0.89,0.67,0.85,4614,HDD,68.93,0.0353
760,883,0.32,0.7,0.74,0.7,2444,HDD,56.48,0.0333
8467,809,0.52,0.71,0.72,0.58,1973,HDD,138.45,0.0356
1412,249,0.41,0.53,0.79,0.31,1074,SSD,102.48,0.0304
6898,124,0.54,0.59,0.56,0.79,2979,NVMe,607.42,0.0288
856,868,0.6,0.71,0.76,0.82,2645,SSD,51.15,0.0328
4104,111,0.14,0.77,0.58,0.41,4791,HDD,388.22,0.0318
768,249,0.94,0.83,0.81,0.42,3853,NVMe,60.21,0.0313
4042,262,0.79,0.84,0.39,0.7,1466,HDD,182.4,0.0365
1122,61,0.87,0.75,0.41,0.83,2943,NVMe,222.84,0.0306
5182,339,0.91,0.79,0.22,0.33,1528,NVMe,162.94,0.0305
4564,176,0.87,0.49,0.8,0.91,772,HDD,308.81,0.0403
9804,861,0.9,0.88,0.3,0.93,2907,NVMe,132.6,0.0292
7131,202,0.45,0.71,0.29,0.83,3905,SSD,381.91,0.0303
1192,499,0.6,0.46,0.38,0.82,442,NVMe,72.62,0.0295
1201,959,0.79,0.47,0.32,0.63,3703,NVMe,54.02,0.0305
6965,402,0.69,0.76,0.94,0.9,1833,SSD,218.19,0.0307
9491,267,0.28,0.75,0.29,0.3,2828,NVMe,378.11,0.028
7584,261,0.39,0.72,0.47,0.85,3520,SSD,322.05,0.0298
3394,708,0.29,0.44,0.34,0.87,4654,HDD,99.97,0.037
9501,231,0.43,0.49,0.23,0.49,1469,NVMe,447.87,0.0289
712,153,0.67,0.85,0.32,0.49,2171,HDD,70.65,0.0345
9168,308,0.89,0.58,0.67,0.55,2659,HDD,340.0,0.0389
3973,905,0.15,0.78,0.39,0.47,2534,SSD,72.18,0.0261
4921,593,0.81,0.56,0.61,0.91,4196,SSD,132.2,0.0337
4986,686,0.7,0.44,0.32,0.69,2053,HDD,126.57,0.041
8549,235,0.4,0.71,0.46,0.45,2209,NVMe,395.16,0.0262
9089,413,0.37,0.84,0.87,0.8,1190,NVMe,257.4,0.0267
7476,165,0.49,0.4,0.26,0.82,4689,SSD,506.65,0.0346
8256,451,0.86,0.58,0.22,0.34,1212,HDD,216.19,0.0392
9192,634,0.75,0.86,0.91,0.84,639,HDD,181.36,0.0366
4966,111,0.22,0.79,0.51,0.45,4748,SSD,471.95,0.0282
5939,631,0.7,0.68,0.85,0.55,2407,NVMe,139.15,0.0302
1302,530,0.54,0.68,0.28,0.48,1336,SSD,61.28,0.0304
5918,138,0.15,0.92,0.63,0.5,1407,HDD,447.38,0.0313
6325,199,0.68,0.63,0.25,0.72,4606,SSD,349.85,0.032
1256,681,0.43,0.51,0.33,0.54,2336,SSD,55.54,0.0335
9287,117,0.38,0.81,0.79,0.94,600,SSD,831.4,0.0297
8665,732,0.35,0.6,0.68,0.89,3401,SSD,170.5,0.0299
5423,313,0.95,0.46,0.71,0.83,2223,SSD,223.16,0.0349
2022,390,0.35,0.75,0.34,0.35,2933,NVMe,77.6,0.0273
3311,547,0.12,0.68,0.71,0.94,399,SSD,108.44,0.0272
118,113,0.7,0.66,0.36,0.33,4767,SSD,46.43,0.0309
1192,539,0.2,0.74,0.67,0.77,4893,NVMe,57.14,0.0256
5599,474,0.93,0.65,0.76,0.63,2442,SSD,160.99,0.0346
5303,389,0.2,0.92,0.85,0.91,1239,HDD,167.95,0.0335
1168,230,0.76,0.65,0.26,0.31,1107,SSD,78.41,0.0316
8229,202,0.34,0.67,0.47,0.49,304,HDD,436.03,0.0336
773,777,0.26,0.43,0.91,0.81,530,HDD,64.55,0.0357
8016,659,0.55,0.61,0.48,0.87,814,HDD,163.4,0.0386
2673,749,0.9,0.54,0.52,0.45,888,NVMe,79.93,0.0331
1461,380,0.87,0.91,0.36,0.9,390,NVMe,69.04,0.0267
7754,77,0.22,0.56,0.77,0.7,1687,HDD,1049.94,0.0347
7031,819,0.22,0.87,0.77,0.34,1608,SSD,111.14,0.0277
452,982,0.94,0.89,0.64,0.51,1176,NVMe,39.56,0.0282
201,854,0.5,0.43,0.79,0.75,1616,SSD,50.69,0.0334
843,812,0.79,0.84,0.79,0.74,2122,SSD,43.18,0.0296
2624,435,0.26,0.47,0.56,0.77,1764,NVMe,113.63,0.028
3966,847,0.63,0.63,0.28,0.36,815,NVMe,76.32,0.0316
5656,745,0.79,0.94,0.24,0.37,3490,HDD,88.56,0.0339
4665,368,0.15,0.79,0.38,0.7,1857,HDD,149.22,0.0333
451,198,0.9,0.48,0.23,0.7,4112,NVMe,69.9,0.0312
4655,371,0.62,0.73,0.32,0.66,1227,HDD,153.54,0.034
596,328,0.48,0.44,0.51,0.74,3932,SSD,63.37,0.0341
6391,509,0.67,0.89,0.57,0.86,3110,HDD,157.87,0.0353
8252,813,0.76,0.83,0.92,0.37,2600,HDD,135.48,0.0358
3476,263,0.83,0.54,0.32,0.86,330,SSD,168.17,0.0334
3869,383,0.9,0.58,0.85,0.55,3952,SSD,139.49,0.035
7925,767,0.62,0.46,0.68,0.49,3601,SSD,149.9,0.0336
435,992,0.6,0.91,0.75,0.93,1119,SSD,36.77,0.0295
4756,586,0.3,0.87,0.32,0.94,3920,NVMe,107.37,0.0259
2750,841,0.33,0.78,0.75,0.89,4914,SSD,70.12,0.0269
1735,601,0.37,0.67,0.73,0.34,805,NVMe,57.99,0.0264
3355,873,0.22,0.7,0.33,0.86,4585,SSD,79.07,0.0287
7543,216,0.78,0.41,0.56,0.59,156,NVMe,399.57,0.0333
7024,672,0.11,0.79,0.26,0.42,617,HDD,127.58,0.0325
5124,577,0.17,0.7,0.24,0.88,2238,HDD,110.83,0.034
5824,881,0.57,0.5,0.86,0.8,169,HDD,117.19,0.0392
2986,168,0.9,0.64,0.47,0.9,2024,HDD,218.44,0.039
2204,946,0.35,0.53,0.6,0.35,4026,NVMe,57.82,0.0275
1704,123,0.26,0.41,0.87,0.86,1049,SSD,202.8,0.0321
4010,720,0.19,0.5,0.47,0.73,1966,HDD,103.27,0.0357
2612,363,0.93,0.94,0.71,0.38,2470,SSD,98.44,0.0316
6425,569,0.89,0.45,0.57,0.78,1006,SSD,156.67,0.0346
1797,781,0.66,0.52,0.33,0.75,680,SSD,62.94,0.032
5592,838,0.3,0.77,0.92,0.81,558,HDD,117.08,0.0346
1980,930,0.28,0.83,0.5,0.6,247,SSD,54.4,0.0266
5386,418,0.68,0.77,0.42,0.64,2520,SSD,160.63,0.0292
4570,102,0.59,0.89,0.39,0.63,2708,NVMe,472.76,0.0251
1972,243,0.17,0.78,0.54,0.8,3480,SSD,114.19,0.028
6908,362,0.37,0.4,0.4,0.53,1602,HDD,234.77,0.0388
914,248,0.86,0.75,0.48,0.53,4079,HDD,66.79,0.0377
1719,705,0.36,0.65,0.58,0.31,1468,SSD,56.02,0.0316
5548,852,0.15,0.65,0.87,0.53,3407,HDD,120.6,0.0351
1578,83,0.92,0.5,0.52,0.88,2651,SSD,229.1,0.0353
7292,535,0.6,0.69,0.47,0.67,3059,HDD,169.38,0.0371
6212,800,0.77,0.9,0.59,0.85,2512,HDD,112.4,0.0353
5728,81,0.87,0.68,0.48,0.79,998,HDD,744.42,0.0356
6281,850,0.63,0.63,0.25,0.72,1491,SSD,104.42,0.031
8517,72,0.63,0.63,0.35,0.41,2425,NVMe,1217.87,0.0284
8617,151,0.28,0.71,0.37,0.67,3032,NVMe,595.03,0.0263
8606,657,0.15,0.7,0.2,0.86,1219,SSD,168.39,0.0305
9789,548,0.24,0.64,0.32,0.71,138,HDD,213.58,0.0361
842,799,0.66,0.5,0.74,0.43,2226,HDD,51.47,0.0381
5931,989,0.2,0.82,0.26,0.37,4958,HDD,74.13,0.0341
7281,321,0.13,0.41,0.61,0.37,1237,HDD,272.28,0.0346
4771,155,0.24,0.62,0.38,0.43,2969,SSD,346.53,0.0294
4929,326,0.78,0.78,0.21,0.46,1579,SSD,166.96,0.0319
1899,452,0.9,0.81,0.3,0.67,4860,HDD,70.54,0.038
2044,624,0.9,0.73,0.92,0.54,3924,HDD,70.08,0.0386
3650,415,0.61,0.49,0.75,0.76,1044,SSD,135.11,0.0313
4703,150,0.88,0.73,0.39,0.41,159,HDD,330.68,0.0358
946,936,0.37,0.57,0.44,0.39,2232,NVMe,51.75,0.0305
4742,191,0.12,0.78,0.27,0.67,2132,HDD,267.9,0.0325
4805,414,0.58,0.89,0.32,0.63,3200,HDD,143.65,0.0344
3529,268,0.55,0.91,0.73,0.5,280,NVMe,161.11,0.0263
3830,522,0.94,0.62,0.4,0.69,4503,NVMe,120.53,0.0304
4309,72,0.84,0.41,0.27,0.91,4162,SSD,650.33,0.0354
8547,322,0.35,0.49,0.61,0.91,3152,SSD,318.6,0.0299
9192,546,0.88,0.7,0.43,0.78,139,HDD,196.61,0.0372
1226,935,0.48,0.66,0.73,0.34,3454,NVMe,51.27,0.027
3773,726,0.95,0.63,0.7,0.36,4730,NVMe,88.57,0.0323
4318,758,0.24,0.85,0.27,0.41,3593,HDD,78.29,0.0336
5156,834,0.82,0.76,0.23,0.91,3179,HDD,89.25,0.0363
2221,134,0.31,0.64,0.79,0.57,4708,HDD,209.37,0.0368
8711,442,0.41,0.53,0.43,0.63,4166,SSD,246.61,0.0327
4772,459,0.38,0.69,0.22,0.77,2456,HDD,130.51,0.0361
6291,309,0.8,0.45,0.37,0.74,508,SSD,250.36,0.0354
5627,283,0.82,0.95,0.76,0.37,1452,SSD,226.21,0.0307
3247,59,0.3,0.44,0.29,0.87,3002,SSD,600.77,0.0339
6735,649,0.79,0.79,0.82,0.33,1508,NVMe,122.83,0.0298
5762,597,0.75,0.9,0.63,0.5,260,SSD,113.97,0.0311
7178,524,0.73,0.65,0.86,0.68,1374,HDD,180.18,0.0367
5593,580,0.58,0.93,0.57,0.61,747,SSD,118.66,0.0297
9025,362,0.48,0.4,0.31,0.35,1140,NVMe,285.8,0.0302
5569,550,0.32,0.78,0.63,0.49,4642,HDD,125.9,0.0355
8922,997,0.79,0.61,0.72,0.71,3652,NVMe,126.87,0.0304
2669,579,0.59,0.58,0.78,0.32,951,HDD,80.93,0.0387
4082,195,0.13,0.84,0.89,0.49,845,NVMe,243.8,0.0242
9232,380,0.17,0.91,0.44,0.38,1707,NVMe,256.89,0.0235
2633,775,0.27,0.67,0.42,0.44,4322,HDD,58.61,0.0354
799,633,0.45,0.63,0.93,0.38,1360,NVMe,56.29,0.0291
2177,101,0.62,0.87,0.71,0.54,2925,NVMe,248.49,0.0262
1557,941,0.42,0.62,0.23,0.38,907,NVMe,49.7,0.0301
7279,164,0.71,0.79,0.63,0.84,378,SSD,480.59,0.03
8795,662,0.21,0.91,0.37,0.9,3854,SSD,155.01,0.0266
3889,917,0.76,0.77,0.78,0.6,4616,HDD,75.35,0.0367
5217,727,0.61,0.82,0.91,0.87,3441,HDD,112.04,0.0354
9890,355,0.91,0.59,0.54,0.78,3757,HDD,312.43,0.0377
7066,463,0.46,0.89,0.79,0.74,4765,NVMe,181.14,0.0279
2592,305,0.21,0.7,0.57,0.63,4235,HDD,113.96,0.0351
8135,541,0.56,0.51,0.82,0.56,2587,HDD,193.58,0.0394
6503,515,0.37,0.91,0.53,0.38,2107,SSD,148.69,0.0287
4675,687,0.85,0.93,0.26,0.69,3371,NVMe,92.69,0.0292
4156,83,0.62,0.69,0.23,0.33,3437,SSD,532.42,0.0324
9940,993,0.27,0.77,0.35,0.76,1308,HDD,134.7,0.0345
6570,895,0.27,0.47,0.4,0.4,4584,HDD,118.27,0.0374
2224,288,0.36,0.9,0.57,0.85,604,NVMe,100.86,0.0264
8380,527,0.81,0.57,0.4,0.9,4474,NVMe,195.57,0.0306
1226,85,0.45,0.79,0.69,0.86,2233,SSD,181.25,0.0289
4222,831,0.21,0.83,0.59,0.37,1017,HDD,69.67,0.0331
9362,958,0.71,0.53,0.43,0.8,4625,NVMe,129.68,0.0311
389,159,0.67,0.89,0.88,0.67,1665,SSD,55.45,0.0302
803,831,0.41,0.47,0.21,0.44,4979,HDD,42.96,0.0391
6152,322,0.1,0.62,0.55,0.95,3449,SSD,233.34,0.0301
5097,415,0.61,0.58,0.4,0.61,4242,SSD,169.4,0.0305
1795,98,0.79,0.81,0.68,0.75,1123,NVMe,213.04,0.0307
5311,471,0.26,0.52,0.21,0.42,2525,NVMe,149.55,0.0275
4543,258,0.49,0.8,0.23,0.72,3255,SSD,191.55,0.029
3720,521,0.52,0.87,0.62,0.62,4041,NVMe,99.21,0.0259
8449,250,0.49,0.88,0.36,0.88,3117,SSD,361.35,0.0289
1236,249,0.42,0.84,0.21,0.31,985,HDD,63.66,0.0325
9607,969,0.42,0.76,0.74,0.94,3550,NVMe,134.48,0.0278
4709,652,0.29,0.54,0.78,0.62,3564,SSD,119.32,0.0328
7027,592,0.86,0.69,0.35,0.86,2447,NVMe,155.87,0.0298
4822,435,0.34,0.89,0.58,0.82,579,SSD,145.85,0.0294
2871,494,0.46,0.62,0.76,0.59,4385,SSD,105.47,0.03
3442,87,0.21,0.79,0.57,0.36,3279,SSD,421.81,0.0264
3039,152,0.51,0.55,0.7,0.66,2089,NVMe,247.73,0.0313
238,522,0.12,0.53,0.34,0.71,1531,SSD,43.2,0.0301
1637,812,0.77,0.76,0.93,0.42,2964,NVMe,59.67,0.0306
7673,872,0.89,0.6,0.51,0.47,3192,SSD,123.44,0.0343
5353,290,0.25,0.44,0.62,0.59,4073,HDD,241.81,0.0358
7536,543,0.34,0.45,0.23,0.38,4789,NVMe,174.86,0.0318
3016,99,0.26,0.58,0.75,0.41,3588,HDD,347.46,0.0347
6964,149,0.3,0.87,0.84,0.43,2691,NVMe,495.77,0.0257
3794,995,0.5,0.6,0.61,0.64,2300,HDD,85.46,0.0382
1135,577,0.24,0.7,0.41,0.81,3835,NVMe,56.11,0.026
9023,420,0.74,0.86,0.64,0.94,1043,SSD,244.31,0.0292
5472,887,0.59,0.62,0.37,0.41,112,HDD,97.41,0.0364
4774,594,0.32,0.89,0.32,0.85,1652,SSD,103.94,0.0284
5757,924,0.54,0.51,0.77,0.67,4478,NVMe,118.51,0.0301
2161,53,0.1,0.55,0.42,0.81,2185,SSD,442.28,0.032
8325,383,0.42,0.62,0.8,0.76,1055,HDD,264.61,0.0342
7747,457,0.57,0.79,0.51,0.52,3322,SSD,197.08,0.0306
3413,582,0.67,0.44,0.79,0.4,5000,NVMe,109.97,0.0333
7190,713,0.36,0.63,0.65,0.95,249,HDD,144.33,0.0339
7858,332,0.7,0.74,0.86,0.36,1676,HDD,266.58,0.0356
9184,766,0.85,0.75,0.64,0.6,3974,HDD,150.02,0.0378
2266,71,0.51,0.57,0.88,0.56,2968,NVMe,359.59,0.0303
7638,797,0.31,0.68,0.92,0.59,478,HDD,138.21,0.0362
8518,685,0.46,0.72,0.66,0.72,3738,HDD,156.29,0.0333
2285,732,0.7,0.79,0.39,0.57,3521,HDD,61.44,0.0376
1607,413,0.82,0.64,0.28,0.38,2642,HDD,71.25,0.0394
1478,525,0.19,0.44,0.88,0.94,3324,SSD,79.97,0.033
954,442,0.69,0.55,0.84,0.52,3802,HDD,70.97,0.039
9505,726,0.48,0.78,0.52,0.35,2314,NVMe,155.02,0.028
1948,706,0.31,0.75,0.84,0.58,2049,SSD,65.43,0.0303
5272,763,0.17,0.87,0.73,0.47,3388,NVMe,93.8,0.0238
5873,918,0.22,0.85,0.86,0.47,2562,SSD,89.66,0.0288
1845,926,0.28,0.68,0.39,0.69,1759,NVMe,58.01,0.0284
4356,139,0.11,0.41,0.23,0.33,899,NVMe,357.95,0.0297
8547,114,0.43,0.7,0.52,0.45,2960,NVMe,778.17,0.0288
7337,475,0.26,0.67,0.33,0.62,4748,SSD,193.19,0.0309
4588,898,0.72,0.44,0.69,0.93,2212,NVMe,111.11,0.0303
1428,966,0.95,0.46,0.86,0.37,4192,HDD,55.69,0.0391
3929,596,0.11,0.67,0.89,0.81,2548,SSD,111.38,0.0303
2742,789,0.39,0.78,0.35,0.55,4514,HDD,65.38,0.0326
4672,327,0.46,0.94,0.3,0.58,4816,NVMe,161.09,0.0254
1060,421,0.77,0.85,0.44,0.85,1092,SSD,43.95,0.0297
3319,172,0.12,0.84,0.4,0.74,3732,HDD,224.94,0.0333
8152,57,0.27,0.68,0.32,0.72,4170,SSD,1465.05,0.0309
4810,741,0.43,0.49,0.39,0.31,360,NVMe,109.83,0.0302
4759,934,0.59,0.49,0.62,0.34,2924,SSD,97.65,0.0322
4060,429,0.81,0.7,0.3,0.5,1866,NVMe,129.51,0.0312
7427,492,0.28,0.48,0.47,0.59,4660,SSD,194.51,0.0322
1514,503,0.59,0.57,0.56,0.86,2849,SSD,82.15,0.0309
1622,392,0.9,0.54,0.55,0.94,1387,SSD,97.64,0.0333
1081,392,0.41,0.44,0.52,0.32,1016,SSD,66.46,0.0337
3826,418,0.56,0.79,0.21,0.62,206,HDD,115.9,0.034
342,560,0.53,0.94,0.4,0.86,4784,HDD,36.03,0.0325
4385,426,0.81,0.71,0.33,0.34,985,SSD,133.45,0.0303
5067,713,0.86,0.83,0.92,0.49,4345,SSD,108.49,0.0293
9212,417,0.9,0.68,0.84,0.77,1328,SSD,264.05,0.0312
8774,528,0.16,0.93,0.94,0.7,1769,HDD,195.34,0.0298
6366,872,0.43,0.75,0.81,0.49,4747,NVMe,105.0,0.0287
134,385,0.41,0.49,0.45,0.57,3090,NVMe,43.07,0.0303
6518,269,0.23,0.52,0.53,0.37,2503,NVMe,284.49,0.0274
3889,966,0.13,0.94,0.47,0.74,1886,NVMe,66.37,0.0227
3545,669,0.43,0.64,0.45,0.57,4119,SSD,89.56,0.03
3002,306,0.47,0.94,0.2,0.35,3890,HDD,117.08,0.032
5154,67,0.81,0.91,0.38,0.43,2911,NVMe,795.32,0.0296
413,268,0.53,0.75,0.54,0.95,3575,HDD,55.69,0.0366
1591,177,0.77,0.65,0.26,0.87,4453,NVMe,130.19,0.0305
8902,498,0.92,0.94,0.3,0.82,1138,SSD,207.15,0.0295
4652,147,0.1,0.42,0.28,0.63,4124,HDD,362.54,0.0372
8949,794,0.65,0.49,0.56,0.89,4269,SSD,160.19,0.0314
2077,402,0.44,0.86,0.75,0.77,3126,SSD,87.23,0.0289
4976,565,0.32,0.71,0.66,0.59,363,NVMe,128.75,0.0289
2182,316,0.88,0.63,0.77,0.69,3349,HDD,110.34,0.0397
6205,517,0.85,0.77,0.8,0.78,3586,NVMe,166.7,0.0284
1277,664,0.68,0.63,0.31,0.63,4581,NVMe,63.35,0.0302
1810,107,0.82,0.89,0.37,0.65,2972,HDD,191.77,0.0351
348,647,0.49,0.59,0.5,0.56,936,HDD,47.59,0.0372
7572,810,0.73,0.87,0.44,0.54,915,SSD,114.44,0.0294
9947,994,0.14,0.73,0.76,0.63,2017,HDD,143.67,0.0329
2537,781,0.68,0.53,0.46,0.45,2556,NVMe,70.1,0.0304
2503,515,0.53,0.9,0.44,0.69,836,NVMe,67.33,0.0248
3363,531,0.11,0.48,0.43,0.42,1771,HDD,109.21,0.0354
3255,378,0.55,0.62,0.32,0.32,1488,SSD,112.99,0.0334
7809,684,0.57,0.45,0.67,0.71,3119,SSD,167.92,0.0318
2610,309,0.32,0.85,0.55,0.57,4121,SSD,107.03,0.0261
7110,350,0.68,0.66,0.28,0.78,760,HDD,234.95,0.0386
6490,326,0.42,0.83,0.94,0.81,3526,NVMe,240.0,0.0286
8751,567,0.52,0.41,0.82,0.77,4791,HDD,208.43,0.0401
9107,590,0.53,0.78,0.55,0.37,3864,HDD,182.76,0.0334
6046,230,0.5,0.48,0.66,0.42,3477,HDD,304.63,0.0373
439,685,0.93,0.84,0.53,0.86,2500,SSD,40.11,0.0298
8163,773,0.55,0.58,0.73,0.68,1204,SSD,147.1,0.0323
3702,366,0.64,0.82,0.35,0.57,2522,HDD,124.77,0.0364
